Ob,city,manner_of_death,armed,age,gender,race,state,signs_of_mental_illness,threat_level,flee,body_camera,NumberOfSubjects,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,Numbershots,Numberofofficers,OfficerRace,OfficerGender
215,Albuquerque,shot,gun,43,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,N,L,M,U,3,1,H,M
216,Albuquerque,shot,gun,43,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,Y,U,M,U,3,1,W,M
217,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,1,W,M
218,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,1,W,M
219,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,1,W,M
220,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,1,W,M
221,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,2,H;U,M;M
222,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,1,W,M
223,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,N,L,M,U,3,2,W;W,M;M
224,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,1,H,M
225,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,1,H,M
226,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,1,U,M
227,Albuquerque,shot,NA,37,M,H,NM,FALSE,attack,Car,FALSE,1,U,L,M,U,3,10,W;W;H;W;H;H;W;B;U;H,F;M;M;M;M;M;M;M;M;M
228,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,Y,L,M,U,3,1,W,M
229,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,Y,W,M,U,3,2,W;W,M;M
230,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,N,L,M,U,3,1,H,M
231,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,Y,L,M,U,3,2,W;H,M;M
232,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,N,W,M,U,3,2,H;U,M;M
233,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,Y,L,M,U,3,3,H;W;W,M;M;M
234,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,Y,U,U,U,3,4,W;W;H;H,M;M;M;M
235,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,Y,L,M,U,3,1,W,M
236,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,N,W,M,U,3,1,W,F
237,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,Y,U,M,U,3,3,W;H;W,M;M;M
238,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,N,L,M,U,3,1,H,M
239,Albuquerque,shot,toy weapon,38,M,H,NM,FALSE,other,Not fleeing,FALSE,1,N,U,M,U,3,1,W,M
240,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,1,H,M
241,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,N,L,M,U,3,1,H,M
242,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,U,3,1,W,M
243,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,1,W,M
244,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,2,W;H,M;M
245,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,3,H;W;W,M;M;M
246,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,U,U,U,3,4,W;W;H;H,M;M;M;M
247,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,U,3,1,W,M
248,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,N,L,M,U,3,2,W;W,M;M
249,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,W,M
250,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,U,3,2,W;H,M;M
251,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,2,W;W,M;M
252,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,1,W,M
253,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,N,W,M,U,3,1,W,F
254,Albuquerque,shot,gun,30,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,U,L,M,U,3,10,W;W;H;W;H;H;W;B;U;H,F;M;M;M;M;M;M;M;M;M
255,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,L,M,U,3,1,W,M
256,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,N,L,U,U,3,1,W,M
257,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,N,L,M,U,3,1,H,M
258,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,U,M,U,3,1,H,M
259,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,N,L,U,U,3,1,W,M
260,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,L,M,U,3,1,W,M
261,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,W,M,U,3,1,W,M
262,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,W,M,U,3,1,W,M
263,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,L,M,U,3,2,W;W,F;M
264,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,N,W,M,U,3,1,W,M
265,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,L,M,U,3,1,W,M
266,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,W,M,U,3,6,H;H;W;W;W;W,M;F;M;M;M;M
267,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,U,U,U,3,4,W;W;H;H,M;M;M;M
268,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,B,M,U,3,1,W,M
269,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,W,M,U,3,2,W;H,M;M
270,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,L,M,U,3,1,W,M
271,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,N,L,M,U,3,1,W,M
272,Albuquerque,shot,gun,28,M,H,NM,FALSE,undetermined,Other,FALSE,1,Y,U,M,U,3,1,W,M
273,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,1,W,M
274,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,1,W,M
275,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,1,W,M
276,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,1,W,M
277,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,1,W,M
278,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,Y,B,M,U,3,1,W,M
279,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,1,W,M
280,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,Y,B,M,U,3,1,H,M
281,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,1,H,M
282,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,1,W,M
283,Albuquerque,shot,gun,33,M,W,NM,FALSE,attack,Car,FALSE,1,U,L,M,U,3,1,W,M
284,Albuquerque,shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,Y,L,M,U,3,1,H,M
285,Albuquerque,shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,N,L,U,U,3,1,W,M
286,Albuquerque,shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,Y,U,M,U,3,1,W,M
287,Albuquerque,shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,N,U,U,U,3,1,W,M
288,Albuquerque,shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,N,U,U,U,3,2,W;W,M;M
289,Albuquerque,shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,Y,L,M,U,3,1,W,M
290,Albuquerque,shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,Y,L,M,U,3,1,U,M
291,Albuquerque,shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,N,L,M,U,3,1,W,M
292,Albuquerque,shot,gun,58,M,W,NM,FALSE,attack,Not fleeing,TRUE,1,N,U,M,U,3,1,W,M
293,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,Y,L,M,U,3,1,W,M
294,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,Y,W,M,U,3,1,W,M
295,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,Y,L,M,U,3,2,W;W,F;M
296,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,Y,L,M,U,3,1,W,M
297,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,Y,L,M,U,3,1,W,M
298,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,Y,B,M,U,3,1,W,M
299,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,N,L,M,U,3,2,W;W,M;M
300,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,Y,L,M,U,3,1,W,M
301,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,N,L,M,U,3,1,W,M
302,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,Y,L,M,U,3,1,W,M
303,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,Y,U,M,U,3,1,H,M
304,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,N,W,M,U,3,1,H,M
305,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,N,U,M,U,3,1,W,M
306,Albuquerque,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE,1,Y,U,M,U,3,1,W,M
307,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,1,W,M
308,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,3,U;H;W,M;M;M
309,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,1,W,M
310,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,N,L,U,U,3,1,W,M
311,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,1,W,M
312,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,2,H;U,M;M
313,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,1,W,M
314,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,6,H;H;W;W;W;W,M;F;M;M;M;M
315,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,N,L,M,U,3,2,W;W,M;M
316,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,Y,B,M,U,3,1,H,M
317,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,1,H,M
318,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,1,W,M
319,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,N,U,U,U,3,1,W,M
320,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,N,U,U,U,3,2,W;W,M;M
321,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,1,W,F
322,Albuquerque,shot,NA,71,M,H,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,3,H;W;W,M;M;M
323,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,2,W;W,M;M
324,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,N,U,M,U,3,1,W,M
325,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,1,W,M
326,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,1,W,M
327,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,2,W;H,M;M
328,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,1,W,M
329,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,Y,W,F,U,3,1,W,M
330,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,N,B,M,U,3,2,W;W,M;F
331,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,1,W,M
332,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,3,W;H;W,M;M;M
333,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,U,L,M,U,3,1,W,M
334,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,N,L,M,U,3,1,H,M
335,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,N,L,M,U,3,1,W,M
336,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,3,W;W;H,M;M;M
337,Albuquerque,shot,gun,21,M,H,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,1,W,M
338,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,N,L,M,U,3,1,H,M
339,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,Y,W,M,U,3,2,W;H,M;M
340,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,N,L,U,U,3,1,W,M
341,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,N,W,M,U,3,1,W,M
342,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,N,U,U,U,3,2,W;W,M;M
343,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,N,W,M,U,3,2,H;U,M;M
344,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,Y,L,M,U,3,3,H;W;W,M;M;M
345,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,Y,U,U,U,3,4,W;W;H;H,M;M;M;M
346,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,N,L,M,U,3,1,W,M
347,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,N,U,U,U,3,1,W,M
348,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,Y,U,M,U,3,1,H,M
349,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,Y,L,M,U,3,1,W,M
350,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,N,W,M,U,3,1,W,F
351,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,U,L,M,U,3,10,W;W;H;W;H;H;W;B;U;H,F;M;M;M;M;M;M;M;M;M
352,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,U,L,M,U,3,1,W,M
353,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,Y,U,U,U,3,1,W,M
354,Albuquerque,shot,gun,23,M,H,NM,FALSE,attack,Foot,FALSE,1,N,U,M,U,3,1,W,M
355,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,Y,U,M,U,3,1,W,M
356,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,N,L,U,U,3,1,W,M
357,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,N,U,M,U,3,1,W,M
358,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,Y,L,M,U,3,1,W,M
359,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,N,W,M,U,3,1,W,M
360,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,Y,L,M,U,3,3,H;W;W,M;M;M
361,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,N,U,U,U,3,1,W,M
362,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,Y,L,M,U,3,1,W,M
363,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,N,W,M,U,3,1,H,M
364,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,N,U,U,U,3,1,W,M
365,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,N,U,U,U,3,2,W;W,M;M
366,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,Y,L,M,U,3,1,W,M
367,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,N,W,M,U,3,1,W,F
368,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,Y,L,M,U,3,1,U,M
369,Albuquerque,shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE,1,N,W,M,U,3,3,W;W;H,M;M;M
370,Albuquerque,shot,unarmed,47,M,H,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,1,W,M
371,Albuquerque,shot,unarmed,47,M,H,NM,FALSE,attack,Car,FALSE,1,N,L,U,U,3,1,W,M
372,Albuquerque,shot,unarmed,47,M,H,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,1,W,M
373,Albuquerque,shot,unarmed,47,M,H,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,3,H;W;W,M;M;M
374,Albuquerque,shot,unarmed,47,M,H,NM,FALSE,attack,Car,FALSE,1,Y,L,M,U,3,1,W,M
375,Albuquerque,shot,unarmed,47,M,H,NM,FALSE,attack,Car,FALSE,1,Y,U,M,U,3,1,H,M
376,Albuquerque,shot,unarmed,47,M,H,NM,FALSE,attack,Car,FALSE,1,N,U,U,U,3,2,W;W,M;M
377,Albuquerque,shot,unarmed,47,M,H,NM,FALSE,attack,Car,FALSE,1,U,L,M,U,3,10,W;W;H;W;H;H;W;B;U;H,F;M;M;M;M;M;M;M;M;M
378,Albuquerque,shot,unarmed,47,M,H,NM,FALSE,attack,Car,FALSE,1,Y,W,M,U,3,3,H;W;W,M;M;M
379,Albuquerque,shot,unarmed,47,M,H,NM,FALSE,attack,Car,FALSE,1,N,W,M,U,3,3,W;W;H,M;M;M
380,Albuquerque,shot,gun,28,M,H,NM,FALSE,other,Not fleeing,FALSE,1,Y,L,M,U,3,1,H,M
381,Albuquerque,shot,gun,28,M,H,NM,FALSE,other,Not fleeing,FALSE,1,N,U,M,U,3,1,W,M
382,Albuquerque,shot,gun,28,M,H,NM,FALSE,other,Not fleeing,FALSE,1,N,W,M,U,3,2,H;U,M;M
383,Albuquerque,shot,gun,28,M,H,NM,FALSE,other,Not fleeing,FALSE,1,N,L,F,U,3,1,W,M
384,Albuquerque,shot,gun,28,M,H,NM,FALSE,other,Not fleeing,FALSE,1,Y,W,F,U,3,1,W,M
385,Albuquerque,shot,gun,28,M,H,NM,FALSE,other,Not fleeing,FALSE,1,N,B,M,U,3,2,W;W,M;F
386,Albuquerque,shot,gun,28,M,H,NM,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,W,M
387,Albuquerque,shot,gun,28,M,H,NM,FALSE,other,Not fleeing,FALSE,1,U,L,M,U,3,1,W,M
388,Albuquerque,shot,gun,28,M,H,NM,FALSE,other,Not fleeing,FALSE,1,Y,U,M,U,3,1,W,M
389,Albuquerque,shot,gun,36,M,H,NM,TRUE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,1,H,M
390,Albuquerque,shot,gun,36,M,H,NM,TRUE,attack,Not fleeing,FALSE,1,Y,U,U,U,3,4,W;W;H;H,M;M;M;M
391,Albuquerque,shot,gun,36,M,H,NM,TRUE,attack,Not fleeing,FALSE,1,Y,B,M,U,3,1,W,M
392,Albuquerque,shot,gun,36,M,H,NM,TRUE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,W,M
393,Albuquerque,shot,gun,36,M,H,NM,TRUE,attack,Not fleeing,FALSE,1,Y,W,M,U,3,2,W;H,M;M
394,Albuquerque,shot,gun,36,M,H,NM,TRUE,attack,Not fleeing,FALSE,1,Y,U,M,U,3,3,W;H;W,M;M;M
395,Albuquerque,shot,gun,36,M,H,NM,TRUE,attack,Not fleeing,FALSE,1,Y,U,U,U,3,1,W,M
396,Albuquerque,shot,gun,36,M,H,NM,TRUE,attack,Not fleeing,FALSE,1,N,L,M,U,3,1,W,M
397,Albuquerque,shot,gun,44,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,1,H,M
398,Albuquerque,shot,gun,44,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,U,3,3,U;H;W,M;M;M
399,Albuquerque,shot,gun,44,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,U,3,1,H,M
400,Albuquerque,shot,gun,44,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,W,M
401,Albuquerque,shot,gun,44,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,1,W,M
402,Albuquerque,shot,gun,44,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,N,W,M,U,3,1,H,M
403,Albuquerque,shot,gun,44,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,1,W,M
404,Albuquerque,shot,gun,44,M,H,NM,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,U,3,3,W;H;W,M;M;M
405,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,L,M,U,3,1,W,M
406,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,U,M,U,3,1,W,M
407,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,W,M,U,3,2,W;W,M;M
408,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,N,L,U,U,3,1,W,M
409,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,L,M,U,3,1,H,M
410,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,N,L,U,U,3,1,W,M
411,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,L,M,U,3,1,W,M
412,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,B,M,U,3,1,W,M
413,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,L,M,U,3,1,W,M
414,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,N,L,M,U,3,1,W,M
415,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,B,M,U,3,1,H,M
416,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,U,M,U,3,1,H,M
417,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,L,M,U,3,1,W,M
418,Albuquerque,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE,1,Y,U,M,U,3,1,W,M
419,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,1,W,M
420,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,U,3,1,W,M
421,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,U,3,1,W,M
422,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,2,W;W,F;M
423,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,attack,Not fleeing,FALSE,1,N,B,M,U,3,2,W;W,M;F
424,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,U,3,2,W;H,M;M
425,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,2,W;W,M;M
426,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,U,3,1,H,M
427,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,1,U,M
428,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,U,3,1,W,M
429,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,other,Car,FALSE,1,Y,U,M,U,3,1,H,M
430,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,other,Car,FALSE,1,Y,W,M,U,3,1,W,M
431,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,other,Car,FALSE,1,Y,W,M,U,3,2,W;H,M;M
432,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,other,Car,FALSE,1,Y,U,M,U,3,1,W,M
433,Albuquerque,shot,gun,NA,M,NA,NM,FALSE,other,Car,FALSE,1,N,U,M,U,3,1,W,M
